"source_id","source_title","data_period_start","data_period_end","reference_year","geography","scope","domain","metric","value","value_text","unit","status","denominator","facility_level","source_reference","notes","quality_flag"
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Central","surveyed facilities","facility characteristics","share surveyed","8.8","8.8%","percent","actual","","","Figure 1","Province: Central Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Copperbelt","surveyed facilities","facility characteristics","facilities surveyed","17","17","facilities","actual","","","Figure 1","Province: Copperbelt Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Copperbelt","surveyed facilities","facility characteristics","share surveyed","18.7","18.7%","percent","actual","","","Figure 1","Province: Copperbelt Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Eastern","surveyed facilities","facility characteristics","facilities surveyed","9","9","facilities","actual","","","Figure 1","Province: Eastern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Eastern","surveyed facilities","facility characteristics","share surveyed","9.9","9.9%","percent","actual","","","Figure 1","Province: Eastern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Luapula","surveyed facilities","facility characteristics","facilities surveyed","6","6","facilities","actual","","","Figure 1","Province: Luapula Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Luapula","surveyed facilities","facility characteristics","share surveyed","6.6","6.6%","percent","actual","","","Figure 1","Province: Luapula Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Lusaka","surveyed facilities","facility characteristics","facilities surveyed","17","17","facilities","actual","","","Figure 1","Province: Lusaka Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Lusaka","surveyed facilities","facility characteristics","share surveyed","18.7","18.7%","percent","actual","","","Figure 1","Province: Lusaka Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Muchinga","surveyed facilities","facility characteristics","facilities surveyed","4","4","facilities","actual","","","Figure 1","Province: Muchinga Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Muchinga","surveyed facilities","facility characteristics","share surveyed","4.4","4.4%","percent","actual","","","Figure 1","Province: Muchinga Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: North-Western","surveyed facilities","facility characteristics","facilities surveyed","5","5","facilities","actual","","","Figure 1","Province: North-Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: North-Western","surveyed facilities","facility characteristics","share surveyed","5.5","5.5%","percent","actual","","","Figure 1","Province: North-Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Northern","surveyed facilities","facility characteristics","facilities surveyed","7","7","facilities","actual","","","Figure 1","Province: Northern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Northern","surveyed facilities","facility characteristics","share surveyed","7.7","7.7%","percent","actual","","","Figure 1","Province: Northern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Southern","surveyed facilities","facility characteristics","facilities surveyed","9","9","facilities","actual","","","Figure 1","Province: Southern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Southern","surveyed facilities","facility characteristics","share surveyed","9.9","9.9%","percent","actual","","","Figure 1","Province: Southern Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Western","surveyed facilities","facility characteristics","facilities surveyed","9","9","facilities","actual","","","Figure 1","Province: Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia: Western","surveyed facilities","facility characteristics","share surveyed","9.9","9.9%","percent","actual","","","Figure 1","Province: Western Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Emergency ward","41","41%","percent","actual","56 facilities","Level 1 (district)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Emergency ward","86","86%","percent","actual","21 facilities","Level 2 (provincial)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Emergency ward","69","69%","percent","actual","13 facilities","Level 3 (national)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Emergency ward","0","0%","percent","actual","1 facilities","Level 4 (specialized)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Intensive care unit","9","9%","percent","actual","56 facilities","Level 1 (district)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Intensive care unit","52","52%","percent","actual","21 facilities","Level 2 (provincial)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Intensive care unit","92","92%","percent","actual","13 facilities","Level 3 (national)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Intensive care unit","100","100%","percent","actual","1 facilities","Level 4 (specialized)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Maternity ward","95","95%","percent","actual","56 facilities","Level 1 (district)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Maternity ward","100","100%","percent","actual","21 facilities","Level 2 (provincial)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Maternity ward","69","69%","percent","actual","13 facilities","Level 3 (national)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Maternity ward","0","0%","percent","actual","1 facilities","Level 4 (specialized)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Neonate ward","36","36%","percent","actual","56 facilities","Level 1 (district)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Neonate ward","76","76%","percent","actual","21 facilities","Level 2 (provincial)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Neonate ward","69","69%","percent","actual","13 facilities","Level 3 (national)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Neonate ward","0","0%","percent","actual","1 facilities","Level 4 (specialized)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Pediatric ward","68","68%","percent","actual","56 facilities","Level 1 (district)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Pediatric ward","81","81%","percent","actual","21 facilities","Level 2 (provincial)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Pediatric ward","69","69%","percent","actual","13 facilities","Level 3 (national)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Pediatric ward","100","100%","percent","actual","1 facilities","Level 4 (specialized)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Male surgery ward","23","23%","percent","actual","56 facilities","Level 1 (district)","Table 1","Original source-state label: reported.",""
"ZMB_BMES_2024","Medical Oxygen Ecosystem Gap Assessment for Zambia","2023-11-01","2023-12-31","2023","Zambia","surveyed facilities","services","facilities reporting Male surgery ward","62","62%","percent","actual","21 facilities","Level 2 (provincial)","Table 1","Original source-state label: reported.",""
